YM,Year,Month,Flow,Banff_precip,Ghost RS_precip,Lake Louise_precip,Elbow Ranger Station_precip,Calgary Intl A_precip,Three Isle Lake_avetemp_avg_temp,Cuthead Lake_avetemp_avg_temp,Banff_avetemp_avg_temp,Ghost RS_avetemp_avg_temp,Lake Louise_avetemp_avg_temp,Skoki Mountain_avetemp_avg_temp,Sunshine Village_avetemp_avg_temp,Little Elbow Summit_avetemp_avg_temp,Forget-me-not Mountain_avetemp_avg_temp,Elbow Ranger Station_avetemp_avg_temp,Scotch Camp_avetemp_avg_temp,Dogrib Creek_avetemp_avg_temp,Calgary Intl A_avetemp_avg_temp,Banff_max_temp,Ghost RS_max_temp,Lake Louise_max_temp,Elbow Ranger Station_max_temp,Calgary Intl A_max_temp,Three Isle Lake_min_temp,Cuthead Lake_min_temp,Banff_min_temp,Ghost RS_min_temp,Lake Louise_min_temp,Elbow Ranger Station_min_temp,Calgary Intl A_min_temp,nao.long,pdo.timeseries.cobe2-sst,pdo.timeseries.ersstv5,pdo.timeseries.hdsst1-1,pdo.timeseries.sstens,pna,SOI.dp3,amo,nino4.long.anom,nino3.long.anom,nino34.long.anom,AO,SD_BA801_802_808,SD_BL804_805,SD_BA810,SW_BA801_802_808,SW_BL804_805,SW_BA810
Oct-12,2012,10,0,37.5,44.3,61.8,46.2,37.6,-1.919354839,-2.738709677,1.364516129,0.06197,-0.032258065,-2.677419355,-2.751612903,-2.222580645,-0.335483871,0.370967742,-0.961290323,-1.977419355,1.622580645,18.5,19.05556,18.1,21.5,22.7,-14.5,-15.8,-13.2,-16.32987,-14.6,-16.5,-9.6,-3.21,-0.826,-0.918,-0.587,-0.816,-1.13,0.17,0.76,0.33,0.04,0.23,-1.514,0,0,0,0,0,0
Nov-12,2012,11,0,41,10.4,46.1,15.7,13.7,-5.706666667,-6.796666667,-3.656666667,-3.48811,-5.976666667,-7.02,-5.343333333,-4.903333333,-3.156666667,-3.69,-4.086666667,-4.96,-3.836666667,10.8,12.50307,8.2,15.8,11.3,-19.3,-22.5,-19.1,-20.74521,-24.7,-23.6,-20.4,-1.11,-0.703,-0.577,-0.613,-0.665,-1.06,0.328,0.56,0.36,0.17,0.33,-0.111,0,0,0,0,0,0
Dec-12,2012,12,0,17.9,11.622002,29.1,11.8,11.3,-10.63225806,-11.80322581,-9.622580645,-6.384256,-12.43225806,-12.12258065,-11.33225806,-9.822580645,-8.3,-9.570967742,-9.816129032,-9.6,-9.829032258,4.7,2.830162,0.7,7.5,5.8,-22.8,-18.6,-30.4,-15.986432,-29.7,-29,-25.2,0.6,-1.071,-1.301,-0.967,-1.173,-1.31,-0.775,0.55,0.1,-0.28,-0.13,-1.749,0,0,0,0,0,0
Jan-13,2013,1,0,15.3,15.022002,40.6,19.9,7.3,-8.54516129,-8.874193548,-6.948387097,-4.47122,-10.18064516,-9.693548387,-9.429032258,-6.932258065,-4.938709677,-5.75483871,-5.912903226,-6.435483871,-5.809677419,5.8,5.090836,1.3,12.7,7.8,-25,-22.5,-26.6,-16.330468,-26.3,-24.9,-23.9,1.08,-1.008,-1,-0.82,-0.997,0.05,-0.104,0.54,-0.06,-0.59,-0.42,-0.61,0,0,0,0,0,0
Feb-13,2013,2,0,8,8.3,17.4,9.3,4.5,-7.278571429,-7.814285714,-2.407142857,-2.12759,-5.596428571,-7.414285714,-8.139285714,-6.792857143,-3.153571429,-2.089285714,-3.821428571,-5.514285714,-1.810714286,6.3,7.61676,4,11,9.3,-17.4,-16.5,-15.8,-15.22996,-20.4,-17.7,-11.8,-0.26,-1.147,-1.109,-1.16,-1.209,0.3,-0.473,0.44,-0.15,-0.45,-0.4,-1.007,73.66666667,0,93,201.3333333,0,247
Mar-13,2013,3,28.906,31.9,24,62,41.9,12.6,-6.616129032,-6.967741935,-2.593548387,-3.87615,-4.370967742,-6.980645161,-7.187096774,-6.435483871,-3.851612903,-3.948387097,-4.032258065,-5.75483871,-3.8,12.8,10.75968,12.3,12,11.8,-25,-20,-18.1,-19.43491,-24.6,-23.7,-16.6,-3.75,-1.084,-1.109,-0.943,-1.115,-0.26,1.064,0.44,-0.18,0.04,-0.14,-3.185,76.66666667,0,138,204.6666667,0,338
Apr-13,2013,4,32.6962,26.4,51.8,26,84.3,14.6,-3.74,-3.826666667,1.076666667,-0.83499,-0.083333333,-3.87,-4.563333333,-4.133333333,-1.313333333,-0.193333333,-1.103333333,-3.323333333,1.546666667,15.7,15.82269,14.1,16.7,20.5,-22,-16.1,-12.9,-16.31583,-14.8,-19,-10.4,0.03,-0.553,-0.556,-0.638,-0.603,-1.76,0.008,0.37,-0.06,-0.11,-0.08,0.322,90,79.5,123,255,199.5,396
May-13,2013,5,151.67225,68.5,109.6,46.8,126.9,116.7,3.383870968,3.987096774,8.167741935,8.26905,6.758064516,3.325806452,3.15483871,3.277419355,6.664516129,8.212903226,6.45483871,4.796774194,11.81290323,24.9,25.81235,23.6,25.9,27.5,-10.7,-12.7,-8.9,-11.77838,-9.2,-13.5,-8.5,1.23,-0.44,-0.294,-0.209,-0.325,-0.24,0.903,0.37,-0.06,-0.67,-0.28,0.494,0,0,132,0,0,432
Jun-13,2013,6,555.821,120.6,190,52.2,260.5,138.1,6.083333333,6.21,11.17666667,10.43719,10.12333333,6.336666667,5.896666667,6.053333333,9.543333333,10.90666667,9.326666667,7.19,13.80333333,27.3,25.14838,26.7,24.9,24.9,-2.4,-0.3,-0.3,-0.9918,-0.9,-1.4,3.6,1.4,-1.182,-1.069,-0.925,-1.124,-0.35,1.453,0.33,-0.12,-0.71,-0.33,0.549,0,0,68,0,0,278
Jul-13,2013,7,250.1168,18.3,51.6,32.1,72.7,35.266,11.65806452,10.85806452,15.43225806,13.33728,14.11935484,10.62580645,11.13870968,10.74193548,12.78064516,13.88064516,12.98064516,10.78387097,16.20645161,33.4,31.83444,30.9,33.1,32.3,-0.4,0.1,2,0.07068,-1.4,-0.3,4.3,2.52,-1.42,-1.139,-1.022,-1.258,-0.71,0.764,0.53,-0.11,-0.56,-0.28,-0.011,0,0,0,0,0,0
Aug-13,2013,8,136.3185,34.4,72.5,59.6,46,67.066,10.78709677,10.33870968,14.38709677,13.76879,9.970967742,10.1,10.15483871,10.10645161,13.14516129,13.79354839,12.47741935,10.91612903,17.40645161,27.1,25.91883,21.3,26.9,29.7,0.4,1.3,1.7,0.06494,-0.3,0.6,5.7,2.16,-1.21,-1.088,-1.161,-1.226,-0.06,-0.227,0.5,0.02,-0.48,-0.29,0.154,0,0,0,0,0,0
Sep-13,2013,9,108.6095,57.3,76.2,58,82.7,75.56,6.9,6.903333333,10.72333333,10.82878,6.73,6.646666667,6.486666667,6.783333333,9.936666667,10.48666667,9.483333333,8.093333333,14.09333333,29.2,26.92029,23.1,28.2,29.8,-2.7,-2.9,-0.3,-2.523,-2.9,-5.1,0.3,-0.57,-0.765,-0.658,-0.659,-0.731,0.41,0.405,0.61,0,-0.22,-0.09,-0.461,0,0,0,0,0,0
Oct-13,2013,10,0,17.7,40.9,25.3,48.8,27.5,-1.070967742,-1.319354839,2.964516129,3.36052,-0.8,-1.212903226,-1.416129032,0.235483871,1.896774194,2.712903226,2.216129032,0.596774194,5.525806452,16.3,18.64,12.3,18.3,21.2,-13.2,-13.3,-9,-13.02,-12.7,-13.5,-11.2,-0.36,-1.215,-1.267,-1.168,-1.288,-0.21,-0.337,0.78,-0.05,-0.1,-0.24,0.263,0,0,0,0,0,0
Nov-13,2013,11,0,30,20.1,63.7,25.3,15.6,-6.323333333,-7.69,-5.14,-3.41564,-8.136666667,-8.113333333,-6.633333333,-6.003333333,-4.066666667,-4.906666667,-4.87,-6.143333333,-3.573333333,6.2,12.21,4.6,14.6,10.4,-25.5,-22.7,-25.4,-28.46,-29.6,-27.1,-21.7,0.04,-0.776,-0.895,-0.815,-0.873,-1.14,0.749,0.57,0.16,-0.11,-0.02,2.029,0,0,0,0,0,0
Dec-13,2013,12,0,15.3,19.584,54.4,42,19.6,-12.29677419,-11.38064516,-9.125806452,-5.991426,-11.99354839,-11.86129032,-12.35483871,-10.15806452,-8.35483871,-8.951612903,-8.670967742,-9.458064516,-9.351612903,5,4.100708,2.4,12.1,9.4,-39.9,-31.8,-37.5,-20.820174,-40,-36.6,-29.9,3.54,-1.124,-0.928,-1.289,-1.169,-1.16,-0.046,0.4,-0.08,-0.02,-0.09,1.475,0,0,0,0,0,0
Jan-14,2014,1,0,24,24.097998,83.5,41.7,9.7,-7.235483871,-7.535483871,-5.406451613,-3.98456,-8.84516129,-8.848387097,-7.606451613,-5.725806452,-3.474193548,-4.022580645,-4.041935484,-4.812903226,-3.038709677,8.4,6.116042,5,16.9,12.1,-30.7,-24,-31.5,-18.057832,-30.9,-32.4,-25.1,0.71,-0.492,-0.496,-0.692,-0.573,0.59,1.187,0.33,-0.23,-0.27,-0.42,-0.969,0,0,0,0,0,0
Feb-14,2014,2,0,12.2,1.4,44.8,5.9,3.6,-16.025,-15.83928571,-12.27142857,-11.98355,-15.68571429,-16.38214286,-15.61428571,-14.21785714,-12.425,-12.49642857,-13.25714286,-14.02142857,-12.35,2.7,4.204,4.6,6.5,5.8,-37.1,-32,-35.2,-32.59,-38.4,-35.8,-27.7,2.32,-0.233,-0.227,-0.464,-0.308,-1.57,-0.325,0.27,0.08,-0.65,-0.45,0.044,71.33333333,0,84,160.3333333,0,228
Mar-14,2014,3,35.4695,39.6,14,110.2,17.3,12.7,-7.367741935,-8.722580645,-6,-7.84,-6.680645161,-8.793548387,-8.467741935,-7.251612903,-7.05483871,-6.967741935,-7.293548387,-8.687096774,-6.735483871,8,0.08,6.1,13.9,14.6,-35.4,-34.4,-34.7,-15.7,-36.9,-38.2,-30.3,1.64,0.419,0.464,0.243,0.426,-0.5,-1.698,0.2,0.27,-0.16,-0.07,1.206,81,0,106,198,0,288
Apr-14,2014,4,39.9598,37.4,48.9,60,50.3,21.1,-2.283333333,-2.376666667,2.643333333,2.33037,0.856666667,-2.363333333,-3.186666667,-1.533333333,1.006666667,1.953333333,0.846666667,-1.423333333,4.28,19.2,19.19,16.6,19.5,20.1,-19.7,-14.4,-13.8,-13.98,-18.3,-15.5,-11,0.84,0.565,0.526,0.426,0.536,0,0.809,0.2,0.33,0.22,0.28,0.972,129,100,154,327.3333333,237.5,442
May-14,2014,5,163.78525,81,86.9,102.8,94.8,55.6,1.964516129,2.332258065,6.596774194,6.19181,5.019354839,1.677419355,1.551612903,2.535483871,4.667741935,6.432258065,4.648387097,2.367741935,9.322580645,20.1,19.86,19.1,21.2,25.5,-16.4,-13.4,-8,-11.76,-9.1,-11.6,-5.2,-0.08,1.332,1.153,1.065,1.272,-0.59,0.723,0.2,0.41,0.55,0.45,0.464,0,0,138,0,0,480
Jun-14,2014,6,322.762,65,127.2,74.3,173.6,90.4,5.3,6.063333333,10.90666667,9.58387,9.843333333,5.97,5.3,5.35,8.236666667,9.916666667,8.653333333,6.333333333,13.07666667,21.6,20.25,21.8,20.5,23.9,-3.9,-2.4,-2.3,-1.631,-3.9,-2.3,2.8,-1.98,-0.342,-0.324,-0.428,-0.363,-1.44,-0.459,0.29,0.39,0.91,0.48,-0.507,0,0,72,0,0,290
Jul-14,2014,7,207.513,20.1,25.5,67.4,44.2,20.7,12.32903226,12.30322581,16.84193548,12.935808,15.39032258,11.88387097,12.33225806,12.41612903,15.47419355,16.3,15.18064516,13.65806452,19.08387097,30.9,26.882402,30.4,30.5,32.2,-0.4,2,1.7,0.12787,0.3,3.2,9.4,0.91,0.2,0.4,0.229,0.317,0.5,-0.256,0.48,0.23,0.56,0.13,-0.489,0,0,0,0,0,0
Aug-14,2014,8,117.783,43,82.2,74,91.6,52.1,10.09677419,9.690322581,14.1,12.96616,13.04193548,9.603225806,9.912903226,9.516129032,12.66451613,13.36129032,12.03548387,10.46451613,16.54516129,29.3,26.36184,29.4,28.9,29.5,-1,0.3,0.6,0.54124,-0.4,-0.1,5,-1.14,0.261,0.361,0.136,0.304,1.35,-1.424,0.59,0.33,0.37,0.14,-0.372,0,0,0,0,0,0
Sep-14,2014,9,112.36425,58.4,86.1,86.7,108.7,45.8,5.123333333,4.776666667,8.743333333,8.63246,7.196666667,4.593333333,4.83,4.8,7.67,8.246666667,7.54,5.563333333,11.47333333,25.6,25.49203,24.7,26.5,27.6,-11,-9.6,-8.2,-9.66678,-5.3,-10.3,-1.5,-2.1,0.435,0.621,0.119,0.443,0.78,-0.658,0.6,0.47,0.36,0.37,0.102,0,0,0,0,0,0
Oct-14,2014,10,0,23.6,16.2,45,31.7,5.9,2.009677419,1.567741935,5.95483871,6.38928,3.461290323,1.451612903,1.170967742,2.916129032,5.719354839,5.632258065,5.106451613,3.338709677,8.125806452,20.2,19.20403,17.8,20.6,23.3,-7.4,-8.4,-3.9,-6.64503,-7.4,-8.1,-6.2,0.31,1,1.202,0.551,0.99,1.14,-0.862,0.72,0.53,0.63,0.48,-1.134,0,0,0,0,0,0
Nov-14,2014,11,0,55.3,36.2,65.5,50.1,40.2,-9.006666667,-8.81,-6.836666667,-5.56106,-8.79,-9.806666667,-7.873333333,-8.69,-6.426666667,-6.206666667,-7.19,-7.676666667,-5.016666667,9.6,14.47238,7.3,16.4,15.9,-31.7,-28.6,-37.9,-28.24162,-35.6,-33.3,-24.6,-2.17,0.936,1.132,0.708,1.005,0.64,-0.96,0.5,0.81,0.92,0.89,-0.53,0,0,0,0,0,0
Dec-14,2014,12,0,2.6,3.7,12.6,8.8,5.952,-8.506451613,-9.303225806,-6.596774194,-3.71499,-10.75483871,-10.1516129,-9.058064516,-7.435483871,-4.764516129,-5.583870968,-5.938709677,-6.261290323,-3.112903226,10.3,12.71238,6.2,14,10.9,-34.4,-26.9,-27.2,-27.14907,-33.4,-30,-21.7,1.89,1.404,1.567,1.257,1.514,0.37,-0.659,0.49,0.71,0.8,0.77,0.413,0,0,0,0,0,0
Jan-15,2015,1,0,17.5,14.2,39.1,10.8,6.44,-7.135483871,-7.577419355,-6.051612903,-3.28989,-8.896774194,-8.683870968,-7.935483871,-5.538709677,-3.725806452,-3.812903226,-4.187096774,-5.322580645,-3.05483871,12.2,14.90527,5.9,16.6,17,-24.8,-26.6,-25.6,-27.31223,-25.4,-25.2,-24.9,2.81,1.303,1.336,1.006,1.319,0.14,-0.866,0.41,0.71,0.39,0.59,1.092,0,0,0,0,0,0
Feb-15,2015,2,0,21.8,12.2,34.8,17.9,4.7,-5.975,-6.325,-2.832142857,-2.923886,-4.678571429,-6.364285714,-6.375,-5.582142857,-3.625,-4.067857143,-3.7,-4.996428571,-4.907142857,9.6,11.133276,7.5,15.1,14.7,-26.4,-19.8,-19.5,-21.588656,-24.6,-22.4,-19.5,1.47,1.594,1.426,0.935,1.438,0.49,-0.042,0.31,0.84,0.16,0.57,1.043,66,0,86,144,0,204
Mar-15,2015,3,37.62725,16.8,12.3,21.6,26.9,8,-2.94516129,-2.967741935,2.225806452,1.71454,-0.716129032,-2.777419355,-3.496774194,-2.061290323,0.729032258,1.167741935,0.925806452,-1.248387097,3.087096774,16.3,16.83943,15,18.7,21.2,-28.6,-25.3,-23.2,-25.89633,-27.6,-26.8,-17,1.99,1.412,1.26,0.942,1.326,-0.52,-1.396,0.26,0.76,0.08,0.48,1.837,68,0,96,178.6666667,0,265
Apr-15,2015,4,35.6162,15,20.6,44.7,25.7,8,-1.993333333,-2.26,3.03,2.7617,0.923333333,-2.433333333,-2.913333333,-1.853333333,1.64,2.816666667,0.746666667,-1.016666667,6.08,20.2,21.56058,18.8,21.9,27.8,-15.8,-12.6,-7.6,-12.58684,-13,-14.2,-8.1,1.03,0.901,0.83,0.561,0.856,-0.39,-0.267,0.29,1.02,0.75,0.9,1.216,45,53.5,103,135.6666667,163.5,298
May-15,2015,5,122.19875,17.6,36.5,21.1,57.6,29.7,2.803225806,3.716129032,7.922580645,6.58134,7.193548387,3.432258065,3.016129032,2.516129032,5.309677419,6.761290323,5.741935484,4.1,10.26129032,22.3,21.1111,22.6,22.6,25,-10.6,-8.9,-8.4,-5.94114,-7.7,-6.7,-3.3,2.09,0.395,0.389,0.213,0.381,-0.05,-1.044,0.41,0.97,0.99,1.04,0.763,0,0,96,0,0,323
Jun-15,2015,6,185.58875,39.9,68.9,45.3,64.6,50.7,8.906666667,8.87,13.92666667,12.42595,12.74,8.986666667,8.913333333,8.716666667,11.64333333,12.88333333,11.66666667,9.666666667,16.06666667,31.6,27.05472,32.1,29.2,31.4,-0.9,-0.4,0.5,0.36257,-0.3,-0.8,4.6,0.28,0.623,0.657,0.463,0.66,-0.07,-1.715,0.4,1.05,1.54,1.28,0.427,0,0,9,0,0,38
Jul-15,2015,7,118.8856,25.3,77.1,65.2,70.3,53.7,10.7,10.13225806,15.08387097,14.05664,12.6483871,9.893548387,10.27419355,10.33225806,13.67419355,14.48387097,12.80322581,11.26451613,18.34193548,31,27.43526,30.7,29.2,31.4,1.1,0.8,1.9,2.95024,0.6,1.4,7,-2.16,1.395,1.144,1.355,1.416,0.29,-1.414,0.39,1.04,1.87,1.56,-1.108,0,0,0,0,0,0
Aug-15,2015,8,94.339,71.1,70,34.8,125.6,118.7,10.22903226,9.896774194,13.67096774,13.17068,11.80645161,9.248387097,9.741935484,9.877419355,12.63548387,13.16129032,11.86451613,10.56129032,16.96774194,29.5,28.92756,28.5,30.5,33.6,-4.4,-3.8,1.2,-1.37746,-1.8,-0.8,3.1,1.47,0.798,0.889,0.792,0.907,0.05,-2.147,0.48,1.05,2.08,1.87,-0.689,0,0,0,0,0,0
Sep-15,2015,9,95.71025,54.2,69.6,64.8,76.5,69.64,3.963333333,3.383333333,7.956666667,7.60223,5.786666667,3.326666667,5.453333333,4.19,7.016666667,7.65,6.313333333,4.326666667,10.74333333,26.1,25.41055,25,28.2,28.6,-3.5,-5.2,-3.5,-3.3992,-4.9,-4.1,0.6,-1.65,1.054,0.936,0.882,1.019,-0.8,-1.65,0.71,1.12,2.36,2.01,-0.165,0,0,0,0,0,0
Oct-15,2015,10,0,28.8,16.4,41.7,32.1,3.9,2.341935484,1.690322581,5.55483871,6.14516,3.370967742,1.461290323,2.209677419,2.790322581,5.087096774,5.306451613,4.422580645,3.090322581,7.925806452,20,23.71408,20.1,24.9,23.2,-7.2,-8.1,-8.2,-8.97755,-9,-8.7,-5.6,-1.13,0.729,0.72,0.759,0.82,2.12,-1.912,0.72,1.19,2.47,2.21,-0.25,0,0,0,0,0,0
Nov-15,2015,11,0,52.3,21.3,47.8,54.4,8.3,-7.986666667,-7.553333333,-5.253333333,-2.305788,-8.226666667,-9.026666667,-7.663333333,-7.266666667,-4.013333333,-4.13,-5.673333333,-5.343333333,-0.88,6.8,8.807648,3.1,13,14.2,-27.6,-20.4,-26.4,-15.56512,-27.3,-25,-16.5,3.54,-0.126,0.067,-0.197,-0.068,-0.2,-0.633,0.63,1.59,2.63,2.57,1.945,0,0,0,0,0,0
Dec-15,2015,12,0,15.2,10.7,28,10.5,11.96,-9.858064516,-10.82258065,-7.974193548,-6.22128,-11.83548387,-11.72903226,-10.54516129,-9.64516129,-6.561290323,-7.748387097,-8.406451613,-8.067741935,-5.45483871,5.2,10.05081,3.7,11.9,9.4,-22.7,-22.6,-25.2,-24.73216,-29.4,-25.7,-21.7,4.22,-0.087,0.01,-0.187,-0.081,0.47,-0.997,0.6,1.51,2.65,2.56,1.444,0,0,0,0,0,0
Jan-16,2016,1,0,7.9,16.4,35,14.2,9.72,-7.696774194,-8.277419355,-6.561290323,-4.45129,-10.09354839,-9.403225806,-8.358064516,-6.25483871,-4.416129032,-5.835483871,-6.022580645,-5.703225806,-4.870967742,7.2,9.69307,2.5,12.7,12.5,-20.1,-19.4,-23.9,-22.32129,-28.3,-24.5,-25.1,1.17,0.533,0.521,0.47,0.547,1.94,-2.122,0.72,1.33,2.64,2.56,-1.449,0,0,0,0,0,0
Feb-16,2016,2,0,6.3,2.7,10.1,1.4,0.7,-5.431034483,-6.037931034,-1.303448276,0.27013,-4.682758621,-6,-6.403448276,-4.182758621,-0.679310345,-0.727586207,-1.7,-3.110344828,1.44137931,8.9,12.90401,9,14.9,16.3,-19.4,-17.5,-16.6,-16.40097,-24.2,-17.5,-11.2,1.61,1.097,1.113,0.866,1.116,1.68,-2.094,0.64,1.3,1.9,2.11,-0.024,84.66666667,0,94,205.3333333,0,244
Mar-16,2016,3,25.71684588,8,15.1,8.7,19,4.9,-4.122580645,-4.296774194,1.141935484,1.04827,-1.496774194,-3.974193548,-4.874193548,-3.351612903,0.129032258,0.867741935,-0.532258065,-2.293548387,3.219354839,14.1,12.43523,12.2,13.5,16.3,-23.8,-15.6,-12,-14.56662,-19.3,-13.8,-8.5,0.33,1.501,1.447,1.438,1.572,0.41,-0.755,0.61,1.15,1.52,1.6,0.28,85,0,106,234.3333333,0,319
Apr-16,2016,4,48.80401235,16,9.4,7.7,23.1,0.8,2.48,2.623333333,6.843333333,6.46265,5.233333333,2.483333333,1.96,2.38,5.21,6.063333333,5.066666667,3.516666667,8.943333333,22.7,23.35864,21.8,26.2,26.9,-8.4,-5.9,-5.3,-5.9479,-6.1,-6.3,-3.5,-2.06,1.645,1.619,1.593,1.736,0.6,-2.608,0.53,0.88,0.78,1.05,-1.051,77.33333333,68,109,237,156,347
May-16,2016,5,133.598417,59.9,74,60.8,120.7,60.8,4.85483871,4.225806452,8.338709677,7.51745,7.519354839,3.783870968,3.474193548,3.206451613,6.196774194,7.364516129,6.458064516,4.467741935,10.96129032,24,24.97278,23.8,26,28,-5.9,-5.1,-5.2,-3.82211,-5,-5.5,-1.3,-0.83,1.492,1.498,1.489,1.593,-0.85,0.216,0.63,0.63,0.21,0.45,-0.036,0,0,48,0,0,186
Jun-16,2016,6,146.6049383,40.8,41.2,64.9,53.2,52.1,6.943333333,7.326666667,12.23,12.54122,10.37,6.95,6.676666667,7.56,11.41333333,12.59333333,10.37,8.97,16.53,28.2,26.39697,27.2,27.9,30,-2.5,-2,0.5,0.80354,-3,-1,3.7,-1.27,0.878,0.676,1.198,0.983,-0.64,0.441,0.66,0.45,0.11,0.06,0.313,0,0,0,0,0,0
Jul-16,2016,7,149.4922342,56.1,186.2,66.4,156.7,118.8,9.090322581,8.974193548,14.03870968,13.24085,12.58387097,8.932258065,8.7,8.95483871,12.03225806,13.48387097,11.67096774,10.01290323,16.71935484,27.4,24.93366,26.6,26.6,27.1,0,1.7,4,4.72868,2.4,2.7,7.9,2.19,0.403,0.478,0.618,0.549,0.53,0.448,0.68,0.24,-0.24,-0.25,0.085,0,0,0,0,0,0
Aug-16,2016,8,110.0283751,33.9,87,28.5,95.2,120.1,9.3,9.164516129,13.81612903,12.75641,12.35483871,9.003225806,9.425806452,8.980645161,11.84516129,12.98387097,10.35483871,9.606451613,16.11935484,27.6,25.75167,26.8,27.3,27.1,-0.4,1.1,1.4,2.55372,-0.8,1.4,7.1,2.14,-0.219,-0.124,0.027,-0.093,-0.91,0.404,0.78,0.02,-0.5,-0.48,0.472,0,0,0,0,0,0
Sep-16,2016,9,79.97685185,36.9,61.6,18.6,54.2,22,4.296666667,4.05,8.76,10.647276,6.4,3.886666667,3.84,4.45,7.366666667,8.133333333,5.036666667,4.7,11.14,23.2,24.925856,22.9,24,25.2,-2.8,-4.5,-2.5,-1.498108,-4.1,-3.7,1.3,2.45,-0.362,-0.327,-0.283,-0.317,0.11,1.278,0.78,-0.16,-0.19,-0.46,0.781,0,0,0,0,0,0
Oct-16,2016,10,0,71.4,39.2,84.1,44.5,22.4,-1.277419355,-2.35483871,2.15483871,1.89228,0.432258065,-2.035483871,-2.316129032,-1.04516129,1.196774194,1.512903226,1.038709677,-0.790322581,2.719354839,12.2,12.18764,11.1,14.1,14.9,-10.5,-11.7,-5.9,-6.50425,-9.9,-9.7,-5.2,-1.47,-0.404,-0.296,-0.316,-0.343,1.53,-0.66,0.77,-0.38,-0.52,-0.75,-1.917,0,0,0,0,0,0
Nov-16,2016,11,0,9.1,2.5,38.2,4.5,1.2,-2.313333333,-3.14,1.04,2.53035,-2.413333333,-3.68,-3.603333333,-1.386666667,1.34,0.19,0.49,-0.946666667,2.51,15.9,17.7,13.8,19.3,21.5,-15.1,-15.8,-15.3,-13.8,-15.2,-16.1,-11.5,-1.61,0.566,0.66,0.601,0.658,1.44,-0.227,0.76,-0.29,-0.48,-0.63,-0.611,0,0,0,0,0,0
Dec-16,2016,12,0,15.7,22.9,39.2,23.7,18.8,-15.88709677,-16.38387097,-12.96129032,-11.95934,-15.92580645,-16.7,-16.12580645,-15.11935484,-12.52258065,-12.36774194,-14.30322581,-13.78064516,-10.08064516,1.2,2.4,-1.6,4.7,7.1,-37.9,-28.8,-32.7,-31.5,-34.5,-33.6,-25.2,2.1,-0.225,0.315,-0.187,-0.022,-0.65,0.19,0.72,-0.13,-0.48,-0.51,1.786,0,0,0,0,0,0
Jan-17,2017,1,0,9.9,8.8,27.4,14.5,8.3,-13.04516129,-12.81290323,-11.68064516,-7.57426,-15.20645161,-14.45806452,-13.18709677,-11.67741935,-8.638709677,-8.432258065,-10.14193548,-9.851612903,-6.341935484,5.3,9.9,3.5,14,12.5,-36.6,-28.9,-36.4,-28.8,-37,-31.9,-24.4,0.17,-0.327,-0.091,-0.433,-0.306,-0.29,0.077,0.74,-0.13,-0.09,-0.34,0.942,0,0,0,0,0,0
Feb-17,2017,2,0,34.1,34.2,55.1,38.8,22.6,-11.56428571,-12.36428571,-8.375,-7.67448,-10.73928571,-12.63571429,-12.38571429,-11.13571429,-8.821428571,-8.560714286,-9.378571429,-10.61071429,-6.667857143,9.2,13.4,8.6,15.8,16.1,-32,-29.8,-31,-31.3,-31.5,-32.4,-29.6,1.38,-0.033,0.108,-0.008,0.024,-0.05,-0.328,0.69,0.06,0.4,-0.01,0.34,65.33333333,0,90,158,0,247
Mar-17,2017,3,50.17921147,46.7,29.6,76.3,10,10.4,-5.5,-6.735483871,-3.396774194,-3.65645,-4.558064516,-6.548387097,-6.712903226,-5.532258065,-3.85483871,-3.703225806,-4.193548387,-6.151612903,-2.458064516,9.3,12,9.5,13.4,15.2,-20.7,-23,-23.9,-24.5,-25.3,-26.8,-22.3,1.05,-0.081,0.196,-0.014,0.033,-0.03,0.409,0.57,-0.05,0.24,-0.09,1.365,85,0,119,212,0,299
Apr-17,2017,4,33.6882716,65.9,95.8,90.3,85.4,55.9,-2.186666667,-2.166666667,2.493333333,1.81632,0.983333333,-2.423333333,-3.05,-2.08,0.893333333,2.02,1.12,-1.706666667,4.35,11.4,12.5,11.1,12.7,17.5,-12.7,-12.3,-6.6,-7.7,-13.4,-10.7,-5.4,1.5,0.323,0.492,0.285,0.377,0.14,-0.752,0.69,0.19,0.42,0.22,-0.089,96.66666667,73,144,289.6666667,184,428
May-17,2017,5,148.5588411,33.4,45.3,24.4,63.8,32,3.622580645,4.396774194,8.85483871,9.28058,6.703225806,3.406451613,3.361290323,3.858064516,7.467741935,9.122580645,7.458064516,5.258064516,12.81935484,25.3,23.6,24,24.7,27.9,-7.9,-4.7,-3.8,-3.2,-5.4,-4.8,-0.3,0.38,0.301,0.397,0.199,0.295,-0.19,0.23,0.62,0.29,0.31,0.3,-0.73,0,0,148,0,0,500
Jun-17,2017,6,332.0216049,71.5,65.259998,29,53.7,32.6,6.506666667,7.346666667,12.44,9.351232,10.90333333,6.976666667,6.436666667,7.55,10.98,12.37666667,11.02333333,8.62,15.84333333,26.6,19.254424,25.7,27.2,31,-1.8,-2,-0.3,-0.674688,-2.3,-0.6,5.6,-0.55,0.186,0.122,0.079,0.132,1.18,-1.392,0.67,0.34,0.06,0.22,0.402,0,0,63,0,0,227
