,Year,Month,Flow,Banff_precip,Lake Louise_precip,Calgary Intl A_precip,Lake Louise_avetemp_avg_temp,Calgary Intl A_avetemp_avg_temp,Lake Louise_max_temp,Calgary Intl A_max_temp,Lake Louise_min_temp,Calgary Intl A_min_temp,nao.long,pdo.timeseries.cobe2-sst,pdo.timeseries.ersstv5,pdo.timeseries.hdsst1-1,pdo.timeseries.sstens,pna,SOI.dp3,amo,nino4.long.anom,nino3.long.anom,nino34.long.anom,AO
1998-07-01,1998.0,7.0,190.54754,33.6,39.12,132.2,15.4,17.8,30.6,29.4,1.8,5.7,-0.57,-0.427,-0.681,-0.271,-0.469,1.67,1.488,0.57,-0.45,-0.17,-0.73,-0.212
1998-08-01,1998.0,8.0,108.7872825,11.0,39.4,18.0,13.9,17.8,31.0,32.5,0.1,5.4,1.8,-0.215,-0.171,0.064,-0.082,-0.6,0.825,0.7,-0.64,-0.27,-0.83,0.65
1998-09-01,1998.0,9.0,76.9610975,16.8,40.94,26.0,10.9,12.7,28.3,32.5,-2.5,-0.8,-3.48,-0.923,-0.867,-0.488,-0.781,0.42,1.036,0.45,-0.7,-0.46,-0.82,-1.05
1998-10-01,1998.0,10.0,0.0,27.0,42.3,11.4,3.0,7.0,16.4,23.3,-7.0,-6.3,1.34,-1.455,-1.576,-1.033,-1.42,0.77,1.005,0.48,-1.02,-0.74,-1.19,0.294
1998-11-01,1998.0,11.0,0.0,33.0,31.639999999999997,14.1,-4.1,-2.6,7.1,10.0,-22.4,-14.2,1.13,-0.815,-0.612,-0.406,-0.637,0.7,1.005,0.49,-1.1,-0.71,-1.23,-1.449
1998-12-01,1998.0,12.0,0.0,27.0,46.36,19.0,-12.4,-8.4,1.5,15.2,-39.9,-29.9,1.95,-1.072,-0.874,-0.607,-0.898,-0.39,1.322,0.47,-1.24,-1.0,-1.51,1.353
1999-01-01,1999.0,1.0,0.0,45.5,44.83999999999999,11.3,-8.7,-7.9,0.5,9.1,-31.2,-25.2,0.9,-0.926,-0.543,-0.424,-0.671,-0.44,1.583,0.23,-1.5,-0.97,-1.53,0.11
1999-02-01,1999.0,2.0,0.0,9.2,32.28,0.0,-6.9,-1.5,8.4,13.5,-27.4,-12.8,1.8,-1.202,-0.756,-0.679,-0.943,-0.46,0.575,0.18,-1.43,-0.77,-1.41,0.482
1999-03-01,1999.0,3.0,28.3694,20.6,33.06,6.4,-3.5,-0.8,17.0,19.9,-21.9,-16.2,-0.72,-1.12,-0.867,-0.552,-0.907,0.38,0.785,0.18,-1.02,-0.37,-0.92,-1.492
1999-04-01,1999.0,4.0,38.943378,45.6,53.739999999999995,72.8,1.2,4.8,18.5,24.7,-17.2,-11.2,0.43,-1.469,-1.452,-0.908,-1.373,0.05,2.096,0.29,-0.88,-0.63,-0.81,0.284
1999-05-01,1999.0,5.0,86.9164075,29.9,47.58,52.8,4.5,8.7,23.8,27.3,-9.5,-6.5,1.03,-1.81,-1.864,-1.509,-1.833,-0.05,0.436,0.45,-0.84,-0.59,-0.87,0.226
1999-06-01,1999.0,6.0,221.473725,31.1,55.620000000000005,95.4,8.4,11.9,24.4,26.2,-4.2,0.0,1.39,-1.797,-1.91,-1.741,-1.917,0.43,0.004,0.41,-0.78,-0.69,-0.95,0.707
1999-07-01,1999.0,7.0,279.86466,126.6,37.1,103.8,10.3,13.7,25.8,32.3,-2.1,1.2,-1.85,-1.24,-1.321,-1.172,-1.302,-0.92,0.517,0.37,-0.82,-0.64,-0.84,-0.002
1999-08-01,1999.0,8.0,202.923625,64.6,64.08,89.2,13.6,15.9,28.3,28.9,0.2,4.3,-3.67,-1.067,-1.189,-0.895,-1.104,1.95,-0.029,0.52,-0.92,-0.74,-0.98,-0.672
1999-09-01,1999.0,9.0,99.2298775,34.8,24.72,9.1,6.9,10.3,22.9,29.1,-7.9,-6.4,-0.51,-1.462,-1.379,-1.306,-1.457,0.33,-0.072,0.45,-0.76,-0.94,-0.84,0.059
1999-10-01,1999.0,10.0,0.0,56.5,53.760000000000005,3.6,1.2,5.7,14.4,23.2,-12.2,-9.3,-0.69,-1.921,-1.849,-1.756,-1.928,0.62,0.946,0.25,-0.84,-1.16,-1.03,-0.006
1999-11-01,1999.0,11.0,0.0,40.1,55.4,12.4,-3.7,1.3,8.6,21.2,-20.6,-15.0,0.3,-1.836,-1.754,-1.499,-1.786,0.45,1.221,0.12,-1.05,-1.42,-1.41,0.611
1999-12-01,1999.0,12.0,0.0,4.1,70.6,1.8,-8.3,-0.6,1.1,19.5,-20.4,-16.7,2.13,-1.741,-1.64,-1.546,-1.733,-0.09,1.37,0.25,-1.2,-1.46,-1.54,1.043
2000-01-01,2000.0,1.0,0.0,13.6,51.6,10.2,-11.9,-9.7,0.4,6.2,-26.4,-26.5,0.35,-1.968,-1.784,-1.685,-1.917,-1.7,0.471,0.11,-1.35,-1.71,-1.79,1.27
2000-02-01,2000.0,2.0,0.0,25.2,36.8,20.6,-8.7,-6.7,5.7,9.6,-28.0,-24.3,4.37,-1.204,-0.969,-1.0,-1.118,1.2,1.236,0.17,-1.38,-1.15,-1.53,1.076
2000-03-01,2000.0,3.0,31.183165,28.2,39.760000000000005,25.5,-3.0,-0.4,7.8,15.9,-16.4,-14.6,0.54,-0.692,-0.475,-0.508,-0.605,0.95,0.882,0.36,-1.34,-0.82,-1.26,-0.451
2000-04-01,2000.0,4.0,41.00451,18.9,41.239999999999995,17.0,1.1,4.1,15.4,20.7,-14.8,-15.3,-3.34,-0.402,-0.392,-0.111,-0.329,-0.58,1.758,0.25,-1.1,-0.3,-0.8,-0.279
2000-05-01,2000.0,5.0,75.5515,38.2,49.54,28.8,4.5,8.8,16.5,21.7,-6.8,-5.0,0.31,-0.582,-0.568,-0.484,-0.575,-0.16,0.415,0.32,-0.92,-0.5,-0.8,0.969
2000-06-01,2000.0,6.0,194.22875,24.2,47.4,109.8,8.4,12.5,21.8,24.9,-4.4,-1.9,0.89,-0.579,-0.521,-0.843,-0.666,-1.19,-0.872,0.14,-0.67,-0.75,-0.75,0.586
2000-07-01,2000.0,7.0,212.50864,18.0,40.339999999999996,66.8,12.3,16.7,29.6,31.3,-1.7,3.0,-2.99,-0.696,-0.903,-0.667,-0.788,-2.55,-0.345,0.2,-0.58,-0.58,-0.57,-0.649
2000-08-01,2000.0,8.0,117.27587,42.6,73.85999999999999,63.9,11.5,15.6,28.1,29.9,-3.5,3.4,0.78,-1.01,-1.102,-0.956,-1.071,-0.51,0.484,0.22,-0.44,-0.38,-0.36,0.144
2000-09-01,2000.0,9.0,82.298655,52.6,34.02,53.6,6.6,10.7,23.4,27.5,-9.8,-7.8,-1.1,-0.895,-0.811,-1.016,-0.936,-1.21,0.973,0.25,-0.4,-0.31,-0.39,0.395
2000-10-01,2000.0,10.0,0.0,8.5,33.9,1.8,2.2,5.4,17.3,23.7,-12.3,-9.4,1.37,-0.868,-1.082,-1.11,-1.072,0.44,0.866,0.2,-0.48,-0.48,-0.55,0.317
2000-11-01,2000.0,11.0,0.0,15.8,67.7,5.8,-8.3,-3.3,4.0,15.1,-21.9,-19.5,-0.24,-0.727,-0.804,-1.187,-0.955,0.7,2.019,0.23,-0.52,-0.72,-0.75,-1.581
2000-12-01,2000.0,12.0,0.0,12.2,56.54,8.8,-13.6,-9.9,0.4,12.8,-34.2,-30.9,-1.41,-0.232,0.024,-0.639,-0.295,0.92,0.774,0.07,-0.8,-0.72,-0.92,-2.354
2001-01-01,2001.0,1.0,0.0,4.5,41.78,2.0,-9.9,-1.5,0.7,11.5,-23.3,-16.8,0.02,0.15,0.519,-0.135,0.199,1.29,0.78,0.08,-0.82,-0.71,-0.88,-0.959
2001-02-01,2001.0,2.0,0.0,43.4,37.12,7.7,-12.3,-10.5,4.3,12.9,-32.7,-26.8,0.07,-0.291,0.145,-0.347,-0.168,-0.51,1.002,0.23,-0.77,-0.4,-0.63,-0.622
2001-03-01,2001.0,3.0,26.7094475,13.6,31.0,12.3,-3.6,-0.1,10.9,14.7,-23.5,-17.4,-0.68,-0.341,-0.035,-0.104,-0.192,0.39,0.46,0.25,-0.61,-0.1,-0.48,-1.687
2001-04-01,2001.0,4.0,36.600304,86.7,50.92,19.2,0.6,4.0,16.8,23.6,-17.6,-13.4,1.24,-0.862,-0.837,-0.504,-0.79,-0.7,-0.182,0.15,-0.33,-0.03,-0.3,0.906
2001-05-01,2001.0,5.0,119.5620675,21.6,64.2,30.5,6.1,11.2,24.4,28.1,-5.3,-6.0,-0.09,-0.752,-0.755,-0.415,-0.695,-0.01,-0.836,0.16,-0.23,-0.31,-0.3,0.452
2001-06-01,2001.0,6.0,184.16075,72.0,47.96,121.4,8.4,12.2,21.4,26.5,-2.2,2.6,-1.33,-0.888,-1.02,-0.741,-0.917,-0.89,-0.195,0.32,-0.05,-0.24,-0.11,-0.015
2001-07-01,2001.0,7.0,134.74008,27.6,67.3,58.8,12.8,16.8,28.3,32.6,-0.2,2.9,-1.12,-1.485,-1.73,-1.447,-1.622,-0.36,-0.27,0.3,0.17,-0.17,0.01,-0.031
2001-08-01,2001.0,8.0,85.210115,1.2,47.660000000000004,14.2,13.8,18.0,32.2,34.3,0.7,4.9,1.64,-0.815,-1.09,-0.884,-0.977,-0.14,-1.014,0.45,0.21,-0.28,-0.07,0.521
2001-09-01,2001.0,9.0,57.14239,24.2,31.72,13.0,9.0,13.2,25.3,31.9,-3.9,0.0,-3.83,-1.048,-1.217,-1.102,-1.185,0.04,0.112,0.52,0.29,-0.67,-0.28,-0.707
2001-10-01,2001.0,10.0,0.0,12.2,26.379999999999995,17.9,0.2,4.0,14.7,22.6,-12.6,-12.7,0.88,-1.137,-1.201,-0.813,-1.114,-0.08,-0.376,0.47,0.16,-0.53,-0.26,0.707
2001-11-01,2001.0,11.0,0.0,23.6,44.980000000000004,16.6,-4.9,-0.2,6.8,18.8,-18.2,-25.1,0.01,-0.97,-0.793,-0.607,-0.838,1.03,0.638,0.4,0.16,-0.59,-0.28,0.819
2001-12-01,2001.0,12.0,0.0,5.4,49.32000000000001,4.8,-12.7,-8.2,-0.7,7.0,-27.5,-23.9,-2.25,-0.948,-0.889,-0.701,-0.896,0.26,-1.055,0.51,0.01,-0.64,-0.46,-1.322
2002-01-01,2002.0,1.0,0.0,30.2,63.94,11.4,-11.2,-6.5,1.8,12.1,-31.5,-33.1,2.31,-0.555,-0.154,-0.262,-0.327,-0.7,0.202,0.58,0.27,-0.49,-0.14,1.381
2002-02-01,2002.0,2.0,0.0,17.5,36.86,9.4,-8.9,-3.2,4.5,14.1,-31.5,-22.6,3.01,-1.078,-0.961,-0.868,-1.014,-0.11,0.644,0.44,0.25,-0.2,0.0,1.304
2002-03-01,2002.0,3.0,18.951,60.2,52.1,16.6,-9.7,-12.2,12.0,14.0,-33.4,-31.0,0.09,-0.897,-0.779,-0.465,-0.757,-1.56,-0.807,0.43,0.26,0.2,0.11,0.902
2002-04-01,2002.0,4.0,29.5396,64.4,40.08,20.5,-0.7,1.1,11.8,19.7,-25.3,-20.4,0.91,-0.893,-0.701,-0.589,-0.759,-2.4,-0.477,0.3,0.37,0.06,0.14,0.748
2002-05-01,2002.0,5.0,92.699,43.7,67.72,34.0,3.8,6.6,19.4,23.4,-11.4,-7.4,-0.05,-1.231,-0.996,-0.788,-1.055,-0.56,-1.543,0.09,0.37,0.15,0.21,0.401
2002-06-01,2002.0,6.0,375.438,63.6,58.260000000000005,58.6,10.2,14.4,27.6,33.5,-3.1,0.4,0.9,-0.916,-0.868,-0.811,-0.907,0.06,-1.023,0.01,0.59,0.42,0.68,0.573
2002-07-01,2002.0,7.0,215.9568,15.8,51.46,34.6,13.3,18.3,31.5,34.2,-2.5,3.4,-0.71,-0.342,-0.422,0.139,-0.204,0.4,-0.696,-0.02,0.59,0.27,0.57,0.328
2002-08-01,2002.0,8.0,102.072,49.4,47.92,57.4,11.0,14.2,26.7,30.7,-1.9,1.9,-0.61,0.312,0.285,0.138,0.269,0.61,-1.622,0.22,0.62,0.34,0.7,-0.229
2002-09-01,2002.0,9.0,79.09725,68.4,50.96,58.2,7.4,10.1,23.7,27.2,-5.3,-0.4,-3.58,0.212,0.123,-0.043,0.114,0.6,-0.658,0.26,0.62,0.51,0.82,-0.043
2002-10-01,2002.0,10.0,0.0,18.6,42.04,23.6,-0.4,1.9,13.1,18.4,-23.7,-18.1,-1.5,0.245,0.3,-0.08,0.184,-0.55,-0.787,0.35,0.8,0.93,1.16,-1.489
2002-11-01,2002.0,11.0,0.0,9.5,27.040000000000003,10.0,-3.1,2.7,7.2,17.3,-21.2,-12.9,-0.27,1.043,1.081,0.753,1.042,1.46,-0.595,0.31,0.95,1.24,1.41,-1.425
2002-12-01,2002.0,12.0,0.0,9.8,34.14,10.2,-10.2,-2.9,2.4,12.3,-27.0,-20.0,-0.98,1.171,1.473,1.003,1.32,1.28,-1.296,0.21,0.84,1.25,1.41,-1.592
2003-01-01,2003.0,1.0,0.0,8.4,30.740000000000002,5.6,-9.6,-6.3,2.5,17.6,-32.1,-26.9,0.15,1.173,1.442,0.972,1.291,1.01,-0.305,0.25,0.71,0.71,0.98,-0.472
2003-02-01,2003.0,2.0,0.0,16.7,51.260000000000005,21.7,-8.5,-7.2,4.0,8.4,-34.8,-25.5,1.34,0.937,1.262,0.693,1.051,0.68,-0.899,0.19,0.69,0.28,0.64,0.128
2003-03-01,2003.0,3.0,28.9535,33.8,60.56,15.8,-5.7,-4.8,9.1,19.5,-29.5,-32.3,1.08,0.912,1.282,0.763,1.059,-0.36,-0.915,0.31,0.65,0.1,0.48,0.933
2003-04-01,2003.0,4.0,48.5816,78.0,47.58,81.8,1.6,3.5,16.1,22.1,-13.9,-13.0,-1.74,0.509,0.529,0.528,0.549,-0.1,-0.477,0.22,0.42,-0.42,-0.03,-0.178
2003-05-01,2003.0,5.0,141.0535,37.0,53.85999999999999,34.5,5.0,8.3,22.7,28.6,-6.7,-5.1,1.17,0.002,0.324,0.102,0.143,-1.85,-0.849,0.27,0.09,-0.89,-0.52,1.017
2003-06-01,2003.0,6.0,261.3735,58.6,61.35999999999999,104.8,10.3,13.7,26.8,29.3,-1.5,2.4,-0.86,-0.044,-0.182,0.186,-0.015,-0.53,-1.751,0.26,0.19,-0.5,-0.19,-0.102
2003-07-01,2003.0,7.0,142.8658,15.4,60.94000000000001,42.2,13.8,17.5,29.7,31.7,0.1,4.3,0.09,0.56,0.493,0.625,0.619,0.73,0.258,0.42,0.25,0.01,0.14,0.075
2003-08-01,2003.0,8.0,92.34275,12.3,60.239999999999995,39.3,14.3,18.0,30.6,32.8,-1.5,2.4,-0.99,0.629,0.745,0.778,0.785,-0.31,-0.348,0.62,0.22,0.07,0.05,-0.28
2003-09-01,2003.0,9.0,68.24225,47.8,41.2,39.6,7.9,11.2,27.0,31.2,-4.8,-2.8,0.35,-0.086,0.049,-0.201,-0.059,0.59,-0.183,0.66,0.26,0.02,0.15,0.467
2003-10-01,2003.0,10.0,0.0,50.3,44.3,30.8,2.7,7.5,22.3,25.3,-22.7,-20.0,-3.68,0.488,0.757,0.413,0.593,1.23,-0.265,0.79,0.49,0.39,0.46,-0.67
2003-11-01,2003.0,11.0,0.0,56.0,65.06,13.2,-9.0,-5.8,2.3,10.4,-32.0,-26.3,0.31,-0.266,-0.02,-0.353,-0.214,-1.65,-0.318,0.51,0.55,0.35,0.39,0.642
2003-12-01,2003.0,12.0,0.0,9.5,51.1,0.7,-12.0,-4.9,-0.4,12.7,-29.9,-21.3,-0.85,-0.573,-0.361,-0.448,-0.48,0.56,0.924,0.53,0.41,0.53,0.32,0.265
2004-01-01,2004.0,1.0,0.0,26.8,53.2,16.9,-12.2,-10.5,2.5,11.2,-40.1,-33.8,0.2,-0.458,-0.226,-0.17,-0.31,-0.12,-1.307,0.51,0.4,0.43,0.26,-1.686
2004-02-01,2004.0,2.0,0.0,12.9,31.82,2.2,-7.1,-3.1,7.4,11.0,-29.6,-24.7,-1.23,-0.211,0.032,-0.088,-0.099,1.12,0.774,0.46,0.32,0.14,0.17,-1.528
2004-03-01,2004.0,3.0,28.85925,25.2,26.060000000000002,10.9,-1.5,2.0,15.9,25.4,-19.0,-17.3,1.07,0.094,0.128,0.157,0.127,0.0,-0.108,0.39,0.08,-0.06,-0.1,0.318
2004-04-01,2004.0,4.0,41.7582,18.4,21.9,18.0,3.1,6.1,17.1,24.3,-9.6,-5.7,1.08,0.101,0.095,0.208,0.144,0.25,-1.912,0.36,0.23,-0.04,0.06,-0.409
2004-05-01,2004.0,5.0,91.74375,43.2,30.3,55.6,5.1,8.1,18.9,21.7,-5.5,-3.5,-0.67,0.373,0.496,0.332,0.451,-1.46,1.217,0.17,0.29,-0.32,0.1,-0.094
2004-06-01,2004.0,6.0,246.4105,60.2,72.8,98.2,10.6,13.1,25.7,26.8,-2.3,1.8,-0.38,-0.353,-0.288,-0.441,-0.347,-0.28,-1.908,0.3,0.3,-0.19,0.14,-0.236
2004-07-01,2004.0,7.0,184.5236,42.2,70.61999999999999,54.2,12.070387096000001,17.0,30.419999999999998,32.9,-1.52,5.0,-0.3,0.039,0.032,-0.02,0.054,-0.33,-0.715,0.37,0.49,-0.03,0.41,-0.201
2004-08-01,2004.0,8.0,153.18875,111.2,57.24000000000001,58.6,13.6,15.5,29.5,29.3,2.1,4.8,-0.76,0.543,0.292,0.399,0.459,1.52,-0.9,0.46,0.55,0.25,0.66,-0.72
2004-09-01,2004.0,9.0,124.87575,41.6,59.92,30.4,6.3,9.9,19.1,23.0,-3.1,-3.4,2.51,0.289,0.108,-0.027,0.151,-0.11,-0.314,0.44,0.72,0.33,0.67,0.855
2004-10-01,2004.0,10.0,0.0,49.1,42.38,24.1,0.9,4.0,17.8,24.0,-16.0,-10.2,-2.18,-0.548,-0.52,-0.68,-0.59,-1.37,-0.423,0.56,0.75,0.47,0.73,-0.515
2004-11-01,2004.0,11.0,0.0,18.1,41.05999999999999,3.4,-5.3,1.6,5.1,17.7,-19.8,-14.0,-0.55,-0.998,-0.946,-1.186,-1.096,0.29,-1.055,0.52,0.73,0.49,0.62,0.678
2004-12-01,2004.0,12.0,0.0,36.3,43.0,14.3,-9.0,-4.7,4.5,13.4,-25.1,-25.1,1.27,-0.712,-0.531,-1.044,-0.791,-0.04,-0.938,0.51,0.75,0.54,0.71,1.23
2005-01-01,2005.0,1.0,0.0,31.2,36.08,10.2,-11.7,-8.9,6.4,13.0,-39.6,-35.0,1.82,-0.191,-0.068,-0.467,-0.239,-0.62,0.205,0.48,0.82,0.28,0.56,0.356
2005-02-01,2005.0,2.0,0.0,35.0,64.0,10.6,-7.4,-3.1,7.6,15.3,-24.9,-20.2,-2.25,0.063,0.169,-0.013,0.083,-0.11,-2.99,0.31,0.6,-0.11,0.26,-1.271
2005-03-01,2005.0,3.0,32.90825,21.6,29.68,14.6,-4.4,0.2,5.1,20.6,-18.9,-16.2,-1.29,0.658,0.795,0.576,0.728,0.56,-0.265,0.47,0.51,-0.16,0.28,-1.348
2005-04-01,2005.0,4.0,41.2626,15.2,34.38,8.4,1.7,6.1625,19.4,23.3,-12.6,-10.1,0.71,0.515,0.402,0.125,0.381,1.0,-1.216,0.61,0.37,0.14,0.28,-0.046
2005-05-01,2005.0,5.0,131.795,21.8,25.6,18.8,6.71,10.93,24.2,24.1,-6.5,-6.4,-0.13,1.118,1.147,0.824,1.112,1.62,-1.458,0.54,0.28,0.25,0.3,-0.763
2005-06-01,2005.0,6.0,409.679,24.8,99.7,247.6,8.913333333,12.26333333,25.7,27.7,-2.6,4.0,-1.0,0.54,0.528,0.267,0.487,0.42,0.105,0.59,0.24,0.18,0.22,-0.383
2005-07-01,2005.0,7.0,207.11,33.0,62.6,19.8,12.25483871,16.65483871,26.4,30.6,0.2,4.0,-0.08,0.119,0.014,0.016,0.063,-0.02,0.057,0.74,0.1,0.12,-0.01,-0.03
2005-08-01,2005.0,8.0,127.3875,57.3,43.1,98.2,11.15806452,13.92903226,26.8,32.3,-2.3,2.0,0.94,-0.165,-0.198,-0.091,-0.149,0.69,-0.972,0.74,0.1,0.09,-0.04,0.026
2005-09-01,2005.0,9.0,125.02125,98.8,86.1,86.0,5.116666667,9.256666667,18.9,25.2,-5.7,-3.1,0.5,-0.817,-0.712,-0.85,-0.814,1.32,0.339,0.73,0.1,-0.25,-0.08,0.802
2005-10-01,2005.0,10.0,0.0,34.0,48.9,10.8,1.21,5.79,14.1,21.6,-8.3,-6.5,-0.45,-1.668,-1.566,-1.676,-1.725,1.16,1.117,0.63,0.09,-0.43,-0.15,0.03
2005-11-01,2005.0,11.0,0.0,13.7,14.4,12.2,-5.253333333,0.8,4.9,20.0,-23.5,-20.0,-1.01,-1.723,-1.544,-1.68,-1.738,-0.74,-0.418,0.52,-0.04,-0.92,-0.44,0.228
2005-12-01,2005.0,12.0,0.0,11.4,17.0,2.4,-10.98,-4.28,2.6,14.7,-29.5,-25.3,-0.81,-0.371,-0.059,-0.459,-0.308,1.07,0.012,0.51,-0.25,-1.27,-0.75,-2.104
2006-01-01,2006.0,1.0,0.0,15.9,70.8,6.2,-6.261290323,-1.280645161,3.6,13.0,-18.8,-14.0,-0.1,0.286,0.554,0.301,0.404,-0.1,1.294,0.48,-0.54,-0.9,-0.98,-0.17
2006-02-01,2006.0,2.0,0.0,13.0,31.7,20.0,-10.67407407,-5.492592593,2.3,13.8,-35.8,-29.8,-1.24,0.327,0.507,0.303,0.388,-0.44,-0.115,0.35,-0.66,-0.4,-0.71,-0.156
2006-03-01,2006.0,3.0,32.92725,8.1,16.1,7.2,-5.141935484,-4.35483871,7.9,10.9,-24.8,-21.4,-1.12,-0.295,-0.351,-0.194,-0.308,-0.56,1.319,0.27,-0.48,-0.58,-0.73,-1.604
2006-04-01,2006.0,4.0,42.508,37.3,29.6,29.4,2.303333333,7.04,17.2,23.6,-13.2,-6.3,0.57,-0.34,-0.358,-0.231,-0.336,0.2,1.168,0.46,-0.22,-0.26,-0.3,0.138
2006-05-01,2006.0,5.0,166.4125,45.4,24.1,37.0,6.836666667,11.86333333,24.8,30.9,-6.6,-4.7,-0.22,-0.129,-0.284,-0.061,-0.163,-1.03,-0.957,0.52,0.0,-0.14,-0.11,0.156
2006-06-01,2006.0,6.0,245.37625,47.6,45.0,122.8,11.90333333,15.02666667,28.3,29.4,-2.1,2.7,-0.41,0.336,0.091,0.185,0.224,-1.02,-0.976,0.59,0.16,-0.02,0.09,1.071
2006-07-01,2006.0,7.0,140.1416,54.0,33.0,51.4,15.40645161,18.50967742,31.6,32.0,0.5,6.8,0.83,0.283,0.377,0.283,0.35,1.29,-0.899,0.63,0.21,-0.01,0.03,0.103
2006-08-01,2006.0,8.0,92.388,43.4,60.6,33.2,10.96451613,15.73548387,27.1,32.5,-2.1,3.9,-2.47,-0.53,-0.466,-0.582,-0.554,-1.45,-1.754,0.69,0.45,0.36,0.37,-0.265
2006-09-01,2006.0,9.0,83.28,71.5,17.2,62.0,8.768965517,11.92068966,27.8,30.4,-2.5,-1.6,-1.02,-0.901,-0.997,-0.968,-1.001,0.31,-0.604,0.63,0.57,0.71,0.63,0.606
2006-10-01,2006.0,10.0,0.0,15.5,17.8,24.2,0.551612903,3.167741935,16.9,21.9,-22.8,-16.0,-1.97,-0.219,-0.169,-0.486,-0.297,-0.76,-1.515,0.67,0.66,0.85,0.76,-1.029
2006-11-01,2006.0,11.0,0.0,30.6,66.2,21.6,-8.053333333,-6.576666667,4.1,14.4,-33.0,-30.1,2.0,-0.527,-0.442,-0.671,-0.568,-1.34,0.051,0.66,0.76,0.93,0.98,0.521
2006-12-01,2006.0,12.0,0.0,19.08,19.5,4.8,-9.416129032,-1.722580645,0.8,11.3,-24.9,-19.3,3.03,-0.429,-0.296,-0.532,-0.445,1.55,-0.394,0.5,0.82,1.06,1.1,2.282
2007-01-01,2007.0,1.0,0.0,30.560000000000002,41.9,7.6,-12.26774194,-3.403225806,4.9,13.1,-31.9,-26.1,1.76,-0.657,-0.468,-0.64,-0.635,0.27,-0.829,0.6,0.53,0.63,0.59,2.034
2007-02-01,2007.0,2.0,0.0,35.1,23.4,25.0,-8.667857143,-8.396428571,2.4,10.9,-25.4,-25.0,0.42,-0.431,-0.382,-0.416,-0.447,-0.42,-0.378,0.52,0.35,0.0,0.12,-1.307
2007-03-01,2007.0,3.0,36.09,38.0,68.1,19.6,-1.91,1.213333333,11.5,17.0,-24.7,-13.1,2.03,-0.713,-0.734,-0.653,-0.749,-0.12,-0.305,0.42,0.15,-0.36,-0.15,1.182
2007-04-01,2007.0,4.0,44.418,28.1,16.1,46.4,0.63,2.896666667,16.2,19.1,-14.3,-10.1,-0.1,-0.281,-0.24,-0.229,-0.278,0.97,-0.351,0.39,0.1,-0.45,-0.16,0.544
2007-05-01,2007.0,5.0,156.6055,49.7,35.4,90.8,6.406451613,10.16774194,22.7,25.0,-3.9,-0.2,0.62,-0.216,-0.116,-0.259,-0.214,0.03,-0.299,0.35,-0.05,-0.76,-0.39,0.894
2007-06-01,2007.0,6.0,369.047,48.5,69.5,165.8,10.32333333,14.21333333,25.9,27.1,-2.0,3.5,-3.34,-0.108,0.086,-0.118,-0.066,-0.3,0.138,0.28,0.04,-0.51,-0.16,-0.555
2007-07-01,2007.0,7.0,216.9172,13.2,17.3,25.2,16.38064516,19.84516129,31.3,32.3,0.1,6.7,-1.05,0.744,0.547,0.978,0.77,1.65,-0.443,0.26,-0.1,-0.63,-0.37,-0.397
2007-08-01,2007.0,8.0,108.35125,51.8,64.7,54.4,11.02903226,14.12580645,28.3,30.0,-1.3,0.7,-3.41,0.191,0.185,0.273,0.203,1.96,0.008,0.19,-0.17,-0.96,-0.57,-0.034
2007-09-01,2007.0,9.0,83.9535,65.7,34.0,44.2,6.296666667,10.03333333,22.5,26.0,-5.0,-3.4,-1.18,-0.587,-0.582,-0.476,-0.596,1.52,0.117,0.39,-0.56,-1.29,-1.04,0.179
2007-10-01,2007.0,10.0,0.0,19.1,24.3,13.6,1.44516129,6.264516129,16.2,23.0,-9.4,-6.6,-0.02,-1.915,-1.871,-1.779,-1.987,0.77,0.44,0.56,-0.77,-1.48,-1.4,0.383
2007-11-01,2007.0,11.0,0.0,19.860000000000003,31.1,9.4,-7.665517241,-1.55,6.7,14.4,-24.5,-22.6,-1.67,-1.551,-1.23,-1.578,-1.552,0.65,0.819,0.54,-1.11,-1.71,-1.58,-0.519
2007-12-01,2007.0,12.0,0.0,20.5,64.3,6.4,-11.50967742,-7.635483871,2.8,5.0,-26.9,-22.3,1.36,-1.109,-0.759,-1.013,-1.031,-0.16,1.488,0.45,-1.08,-1.67,-1.61,0.821
2008-01-01,2008.0,1.0,0.0,20.740000000000002,54.6,8.8,-12.02903226,-8.158064516,0.9,10.2,-34.7,-33.3,1.85,-1.455,-1.23,-1.574,-1.515,-1.06,1.535,0.43,-1.38,-1.6,-1.79,0.819
2008-02-01,2008.0,2.0,0.0,21.380000000000003,25.3,11.8,-7.8,-5.337931034,7.5,13.9,-25.1,-29.8,1.79,-1.235,-1.188,-1.397,-1.364,0.37,2.048,0.52,-1.46,-1.25,-1.7,0.938
2008-03-01,2008.0,3.0,28.628,29.32,17.2,8.8,-5.022580645,0.232258065,6.5,14.9,-20.1,-14.6,0.37,-1.011,-0.955,-1.193,-1.125,-0.61,1.04,0.49,-1.23,-0.73,-1.17,0.586
2008-04-01,2008.0,4.0,31.0786,38.480000000000004,22.8,35.8,-1.9,1.593333333,14.6,22.8,-20.3,-13.0,-2.02,-1.634,-1.498,-1.543,-1.656,-1.18,0.556,0.3,-0.95,-0.47,-0.89,-0.455
